unit	8_no_PLL	16	24	48	72
minI	4154.616135817308	7937.450374319419	11703.28332552793	23086.111169112355	33849.27602914663
maxI	4201.377647510473	8050.925514914773	12155.683553836001	23443.958746693123	34275.34836989183
avrgI	4175.415376685347	7980.158365687369	11959.039375117853	23283.315695772224	34078.7581173369
minD	1.104	0.55	0.366	0.188	0.129
maxD	1.105	0.551	0.367	0.19	0.131
avrgD	1.10426	0.55066	0.3667	0.18904000000000004	0.12998
minE	13763.53454589844	13115.386962890627	12874.649047851562	13143.997192382814	13201.217651367188
maxE	13914.96276855469	13284.027099609377	13383.407592773438	13292.724609375	13367.385864257812
avrgE	13832.231140136719	13183.049583435059	13156.115341186523	13204.411869049072	13288.647480010986
